invited,userCF_reco,evtCF_reco,svdCF_reco,user_reco,evt_p_reco,evt_c_reco,user_pop,frnd_infl,evt_pop,interested,not_interested
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.0004212921932037422,0.0,0.0002300516465946605,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004212921932037422,0.0,1.150258232973302e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004212921932037422,0.0,5.521239518271852e-05,0,0
0,-7.452666174371543e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0008021167520730283,0.0,5.751291164866513e-05,0,0
0,-7.452666174371543e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0008021167520730283,0.0,-1.380309879567963e-05,0,0
0,-7.452666174371543e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0008021167520730283,0.0,3.680826345514568e-05,0,0
0,-7.452666174371543e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0008021167520730283,0.0,0.0001196268562292235,0,0
0,1.2526457850330972,0.2682815950123393,1,0.0,-1.0,-1.0,0.0008021167520730283,0.0,-1.610361526162623e-05,1,0
0,-7.452666174371543e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0008021167520730283,0.0,5.291187871677191e-05,0,0
0,0.06406193080837265,0.2682815950123393,1,0.0,-1.0,-1.0,0.00010719903134955273,0.0,4.60103293189321e-05,1,0
0,0.14376499751306512,0.2682815950123393,1,0.0,-1.0,-1.0,0.00010719903134955273,0.0,5.291187871677191e-05,1,0
0,-0.00029810698204364315,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,4.370981285298549e-05,0,0
0,-0.0003986078101765198,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,0.0,0,0
0,-0.0003172988823837095,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,9.202065863786421e-06,0,0
0,-0.00035568268306384226,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,2.990671405730587e-05,0,0
0,0.8422224071292778,0.2682815950123393,0.9109179445984897,0.0,-1.0,-1.0,0.00010719903134955273,0.0,0.0,1,0
0,-0.00029810698204364315,0.2682815950123393,1,0.0,-1.0,-1.0,0.00010719903134955273,0.0,0.0004416991614617481,1,0
0,-0.00029810698204364315,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,4.60103293189321e-06,0,0
0,0.20259732708372435,0.2682815950123393,0.8954071316035322,0.0,0.0,0.0,0.00010719903134955273,0.0,0.0,0,0
0,-0.00029810698204364315,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,-3.450774698919907e-05,0,0
0,-0.00029810698204364315,0.2682815950123393,0.9379118378497063,0.0,0.0,0.0,0.00010719903134955273,0.0,2.760619759135926e-05,0,0
0,-0.00029810698204364315,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,2.300516465946605e-05,0,0
0,-0.00036363755909804893,0.2682815950123393,1,0.0,0.0,0.0,0.00010719903134955273,0.0,0.0,0,0
0,1.2524299009205575,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015785057366221638,0.0,6.901549397839815e-06,1,0
0,-0.00014905337818727003,0.2682815950123393,1,0.0,0.0,0.0,0.00015785057366221638,0.0,-0.0003979893486087627,0,0
0,-0.00014905337818727003,0.2682815950123393,1,0.0,0.0,0.0,0.00015785057366221638,0.0,1.150258232973302e-05,0,0
0,-0.00014905337818727003,0.2682815950123393,1,0.0,0.0,0.0,0.00015785057366221638,0.0,-1.150258232973302e-05,0,0
0,-0.00014905337818727003,0.2682815950123393,0.9262523995004109,0.0,0.0,0.0,0.00015785057366221638,0.0,-2.300516465946605e-05,0,0
0,-0.00014905337818727003,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015785057366221638,0.0,1.150258232973302e-05,1,0
0,0.0005651949128302229,0.2682815950123393,1,0.0,0.0,0.0,0.00038993647653399804,0.0,-1.150258232973302e-05,0,0
0,0.07652652471848308,0.2682815950123393,1,0.0,0.0,0.0,0.00038993647653399804,0.0,0.0,0,0
0,0.003456962819501175,0.2682815950123393,1,0.0,0.0,0.0,0.00038993647653399804,0.0,1.150258232973302e-05,0,0
0,0.0010875062341248539,0.2682815950123393,1,0.0,0.0,0.0,0.00038993647653399804,0.0,1.840413172757284e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00038993647653399804,0.0,2.760619759135926e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.00038993647653399804,0.0,9.20206586378642e-05,1,0
0,-0.00022358020259041474,0.2682815950123393,1,0.0,0.0,0.0,0.000489631575689082,0.0,6.211394458055834e-05,0,0
0,0.6588828929431292,0.2682815950123393,1,0.0,-1.0,-1.0,0.000489631575689082,0.0,3.220723052325247e-05,1,0
0,0.3236093432787256,0.2682815950123393,1,0.0,-1.0,-1.0,0.000489631575689082,0.0,9.202065863786421e-06,1,0
0,-0.000799150787523971,0.2682815950123393,1,0.0,0.0,0.0,0.000489631575689082,0.0,0.0003036681735049519,0,0
0,-0.00022358020259041474,0.2682815950123393,1,0.0,0.0,0.0,0.000489631575689082,0.0,1.150258232973302e-05,0,0
0,-0.00022358020259041474,0.2682815950123393,1,0.0,0.0,0.0,0.000489631575689082,0.0,5.521239518271852e-05,0,0
0,0.11427932691027834,0.2682815950123393,1,0.0,-1.0,-1.0,0.000489631575689082,0.0,6.901549397839815e-06,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00027952147424395874,0.0,0.0,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.00027952147424395874,0.0,0.0,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00027952147424395874,0.0,0.0,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00027952147424395874,0.0,9.202065863786421e-06,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00027952147424395874,0.0,5.521239518271852e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00027952147424395874,0.0,1.150258232973302e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004054803360796832,0.0,8.051807630813118e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004054803360796832,0.0,6.901549397839815e-06,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004054803360796832,0.0,4.60103293189321e-06,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004054803360796832,0.0,2.990671405730587e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0004054803360796832,0.0,6.901549397839815e-06,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.0004054803360796832,0.0,0.0001840413172757284,1,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.0007388693235767922,0.0,0.0,1,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0007388693235767922,0.0,3.220723052325247e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0007388693235767922,0.0,4.60103293189321e-06,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0007388693235767922,0.0,5.751291164866513e-05,0,0
0,0.0005651949128302223,0.2682815950123393,1,0.0,0.0,0.0,0.0007388693235767922,0.0,4.60103293189321e-06,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0007388693235767922,0.0,2.300516465946605e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0005949546239900176,0.0,1.150258232973302e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.0005949546239900176,0.0,0.0,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0005949546239900176,0.0,-1.840413172757284e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,0.8751043504351738,0.0,0.0,0.0,0.0005949546239900176,0.0,0.000273761459447646,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0005949546239900176,0.0,2.530568112541266e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0005949546239900176,0.0,1.610361526162623e-05,0,0
0,0.004569364030692712,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,1.610361526162623e-05,1,0
0,0.13781472968192157,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,8.972014217191759e-05,1,0
0,0.5121223884053185,0.2682815950123393,1,0.19508100496507308,-1.0,-1.0,0.00015088263662449547,0.0,-5.981342811461173e-05,1,0
0,0.025908857616747837,0.2682815950123393,0.8703352948652203,0.0,-1.0,-1.0,0.00015088263662449547,0.0,-8.511910924002438e-05,1,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,2.300516465946605e-06,0,0
0,-0.0008277382660556893,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,0.0,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,2.760619759135926e-05,1,0
0,0.014661281864849465,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,6.901549397839815e-06,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,-9.662169156975742e-05,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,1.610361526162623e-05,0,0
0,0.19183315496765246,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,2.300516465946605e-05,1,0
0,0.0475766134094406,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,-1.380309879567963e-05,1,0
0,0.009600086913870666,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,6.901549397839815e-06,1,0
0,0.023381528510684042,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015088263662449547,0.0,2.990671405730587e-05,1,0
0,0.6392756593024487,0.2682815950123393,1,2.3744546582917394,-1.0,-1.0,0.00015088263662449547,0.0,0.0,1,0
0,-0.0008254117412035402,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,3.220723052325247e-05,0,0
0,-0.0008254117412035403,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,-4.60103293189321e-06,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,1.150258232973302e-05,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,1.840413172757284e-05,0,0
0,-0.0008197942929881885,0.2682815950123393,1,0.0,0.0,0.0,0.00015088263662449547,0.0,0.0,0,0
0,0.34182614176127446,0.2682815950123393,1,0.19261054652302012,-1.0,-1.0,0.00015088263662449547,0.0,1.610361526162623e-05,1,0
0,0.000565194912830223,0.2682815950123393,1,0.0,0.0,0.0,4.6631578637055434e-05,0.0,0.0,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,4.6631578637055434e-05,0.0,0.0,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,4.6631578637055434e-05,0.0,3.220723052325247e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,4.6631578637055434e-05,0.0,-2.300516465946605e-05,0,0
0,0.002195537210987957,0.2682815950123393,1,0.0,0.0,0.0,4.6631578637055434e-05,0.0,-3.450774698919907e-05,0,0
0,0.0008302777862981245,0.2682815950123393,1,0.0,0.0,0.0,4.6631578637055434e-05,0.0,2.300516465946605e-05,0,0
0,0.10335094562358312,0.2682815950123393,1,2.843685929287965e-06,0.0,0.0,0.0003272250431945097,0.0,8.972014217191759e-05,0,0
0,0.4366008666540747,0.2682815950123393,1,1.3746785923849143,-1.0,-1.0,0.0003272250431945097,0.0,1.610361526162623e-05,1,0
0,0.8143489451529264,0.2682815950123393,1,5.474025921526745,-1.0,-1.0,0.0003272250431945097,0.0,0.0,1,0
0,-0.00029810701566324233,0.2682815950123393,1,0.0,0.0,0.0,0.0003272250431945097,0.0,3.450774698919907e-05,0,0
0,0.3308918221321005,0.2682815950123393,1,1.0894771196277224,0.0,0.0,0.0003272250431945097,0.0,-5.981342811461173e-05,0,0
0,0.21534510690550598,0.2682815950123393,1,1.8452827829672942,-1.0,-1.0,0.0003272250431945097,0.0,2.300516465946605e-05,1,0
0,-0.00030048600069567587,0.2682815950123393,1,0.0,0.0,0.0,0.0003272250431945097,0.0,0.0001840413172757284,0,0
0,-0.00029810701566324233,0.2682815950123393,0.8991089020238211,0.0,0.0,0.0,0.0003272250431945097,0.0,1.150258232973302e-05,0,0
0,0.026603904328436373,0.2682815950123393,1,0.0,-1.0,-1.0,0.0003272250431945097,0.0,2.990671405730587e-05,1,0
0,1.050429114602862,0.2682815950123393,0.9991152526119217,0.25531118342157066,-1.0,-1.0,8.951119117687653e-05,0.0,2.300516465946605e-05,1,0
0,-7.452673636619748e-05,0.2682815950123393,1,0.0,0.0,0.0,8.951119117687653e-05,0.0,-6.901549397839815e-06,0,0
0,-7.452673636619748e-05,0.2682815950123393,1,0.0,0.0,0.0,8.951119117687653e-05,0.0,0.0,0,0
0,-0.0001338085234254928,0.2682815950123393,1,0.0,0.0,0.0,8.951119117687653e-05,0.0,2.990671405730587e-05,0,0
0,-7.452673636619748e-05,0.2682815950123393,1,0.0,0.0,0.0,8.951119117687653e-05,0.0,3.450774698919907e-05,0,0
0,-7.452670560030704e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0001457906826353917,0.0,3.680826345514568e-05,0,0
0,-7.452670560030704e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0001457906826353917,0.0,2.990671405730587e-05,0,0
0,1.1338601556124654,0.2682815950123393,1,0.0,-1.0,-1.0,0.0001457906826353917,0.0,0.0001035232409675972,1,0
0,-7.452670560030704e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0001457906826353917,0.0,3.910877992109229e-05,0,0
0,-7.452670560030704e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0001457906826353917,0.0,7.591704337623797e-05,0,0
0,-7.452670560030704e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0001457906826353917,0.0,4.60103293189321e-06,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,7.95952807770429e-05,0.0,2.530568112541266e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,7.95952807770429e-05,0.0,1.610361526162623e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,7.95952807770429e-05,0.0,0.0,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,7.95952807770429e-05,0.0,9.432117510381081e-05,1,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,7.95952807770429e-05,0.0,-3.450774698919907e-05,0,0
1,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0011679334465533769,0.0,1.150258232973302e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0011679334465533769,0.0,-5.751291164866513e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0011679334465533769,0.0,1.840413172757284e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0011679334465533769,0.0,0.0002323521630606071,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.0011679334465533769,0.0,1.610361526162623e-05,1,0
1,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0011679334465533769,0.0,6.211394458055834e-05,0,0
0,1.0619829261652574,0.2682815950123393,1,0.0,-1.0,-1.0,0.00034089291969157764,0.0,5.291187871677191e-05,1,0
0,-0.0001258817347018915,0.2682815950123393,1,0.0,0.0,0.0,0.00034089291969157764,0.0,0.0,0,0
0,-0.0003565050498038922,0.2682815950123393,1,0.0,0.0,0.0,0.00034089291969157764,0.0,-3.910877992109229e-05,0,0
0,-9.74899510209324e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00034089291969157764,0.0,-4.60103293189321e-05,0,0
0,-7.452673214352968e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00034089291969157764,0.0,0.000110424790365437,0,0
0,-0.00018132106894511136,0.2682815950123393,0.9690461045526845,0.0,0.0,0.0,0.00034089291969157764,0.0,-0.0003335748875622577,0,0
0,0.5376291876040218,0.2682815950123393,1,0.0,-1.0,-1.0,0.00042316817625235936,0.0,-5.981342811461173e-05,1,0
0,0.005137782337349303,0.2682815950123393,1,0.0,0.0,0.0,0.00042316817625235936,0.0,6.901549397839815e-06,0,0
0,0.08120131812565086,0.2682815950123393,1,0.0,0.0,0.0,0.00042316817625235936,0.0,8.972014217191759e-05,0,0
0,-0.0002254574553183344,0.2682815950123393,1,0.0,0.0,0.0,0.00042316817625235936,0.0,-4.60103293189321e-06,0,0
0,0.666759166837419,0.2682815950123393,1,0.0,-1.0,-1.0,0.00042316817625235936,0.0,0.0,1,0
1,0.37141066424678687,0.2682815950123393,1,0.0,-1.0,-1.0,0.00042316817625235936,0.0,1.610361526162623e-05,1,0
0,-0.0002281785982797626,0.2682815950123393,1,0.0,0.0,0.0,0.00042316817625235936,0.0,1.840413172757284e-05,0,0
0,0.12488459098037026,0.2682815950123393,1,0.0,0.0,0.0,0.00042316817625235936,0.0,2.300516465946605e-05,0,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,0.0,0.0,0.00015356261240823428,0.0,1.150258232973302e-05,0,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,0.0,0.0,0.00015356261240823428,0.0,1.150258232973302e-05,0,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015356261240823428,0.0,3.220723052325247e-05,1,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,0.0,0.0,0.00015356261240823428,0.0,0.0001150258232973303,0,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,0.0,0.0,0.00015356261240823428,0.0,3.910877992109229e-05,0,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,-1.0,-1.0,0.00015356261240823428,0.0,4.140929638703889e-05,1,0
0,-0.00014905403252353053,0.2682815950123393,1,0.0,0.0,0.0,0.00015356261240823428,0.0,0.0,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00039449243536635406,0.0,1.380309879567963e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00039449243536635406,0.0,0.0003013676570390053,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00039449243536635406,0.0,4.370981285298549e-05,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.00039449243536635406,0.0,3.450774698919907e-05,1,0
0,-7.452712439430142e-05,0.2682815950123393,0.9462077154275311,0.0,0.0,0.0,0.00039449243536635406,0.0,0.0001380309879567963,0,0
0,-7.452712439430142e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00039449243536635406,0.0,4.140929638703889e-05,0,0
0,-9.719796036889479e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00036233272596148823,0.0,5.521239518271852e-05,0,0
0,-0.0001460456844785732,0.2682815950123393,1,0.0,0.0,0.0,0.00036233272596148823,0.0,1.150258232973302e-05,0,0
0,-7.452674201778269e-05,0.2682815950123393,0.8714891819101537,0.0,0.0,0.0,0.00036233272596148823,0.0,1.840413172757284e-05,0,0
0,-7.452674201778269e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00036233272596148823,0.0,0.0,0,0
0,0.050574876094234895,0.2682815950123393,1,0.0,0.0,0.0,0.00036233272596148823,0.0,4.60103293189321e-05,0,0
0,1.035156662547376,0.2682815950123393,1,0.0,-1.0,-1.0,0.00036233272596148823,0.0,6.901549397839815e-05,1,0
0,-8.139288293432477e-05,0.2682815950123393,0.8015866901944363,0.0,0.0,0.0,0.0002342298834987727,0.0,-3.910877992109229e-05,0,0
0,0.03244795213027943,0.2682815950123393,1,0.0,0.0,0.0,0.0002342298834987727,0.0,-9.202065863786421e-06,0,0
0,-0.00011069664144963112,0.2682815950123393,1,0.0,0.0,0.0,0.0002342298834987727,0.0,-1.840413172757284e-05,0,0
0,0.022903459439707733,0.2682815950123393,1,0.0,0.0,0.0,0.0002342298834987727,0.0,-3.910877992109229e-05,0,0
0,1.0129458640480309,0.2682815950123393,1,0.0,-1.0,-1.0,0.0002342298834987727,0.0,1.610361526162623e-05,1,0
0,-8.779123217956826e-05,0.2682815950123393,1,0.0,0.0,0.0,0.0002342298834987727,0.0,1.150258232973302e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00028809739675192294,0.0,0.0,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00028809739675192294,0.0,2.300516465946605e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00028809739675192294,0.0,-1.380309879567963e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00028809739675192294,0.0,1.610361526162623e-05,0,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,-1.0,-1.0,0.00028809739675192294,0.0,1.150258232973302e-05,1,0
0,-7.45271243943014e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00028809739675192294,0.0,1.610361526162623e-05,0,0
0,-0.00012913683512981105,0.2682815950123393,1,0.0,0.0,0.0,0.00023744585443925928,0.0,2.990671405730587e-05,0,0
0,0.07496132242953824,0.2682815950123393,0.9585389736779749,0.0,0.0,0.0,0.00023744585443925928,0.0,3.680826345514568e-05,0,0
0,-0.0001508237334556813,0.2682815950123393,1,0.0,0.0,0.0,0.00023744585443925928,0.0,0.0003772847004152432,0,0
0,1.0337176690879852,0.2682815950123393,1,0.0,-1.0,-1.0,0.00023744585443925928,0.0,3.680826345514568e-05,1,0
0,-7.452674258599906e-05,0.2682815950123393,0.9916540761533102,0.0,0.0,0.0,0.00023744585443925928,0.0,0.0001127253068313836,0,0
0,-7.452674258599906e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00023744585443925928,0.0,3.680826345514568e-05,0,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,4.370981285298549e-05,0,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,4.60103293189321e-06,0,1
0,1.2526457850330912,0.2682815950123393,1,0.0,-1.0,-1.0,0.00026906956868737734,0.0,1.840413172757284e-05,1,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,9.202065863786421e-06,0,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,2.760619759135926e-05,0,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,4.831084578487871e-05,0,0
0,-7.452666174371519e-05,0.2682815950123393,1,0.0,0.0,0.0,0.00026906956868737734,0.0,0.0002162485477989809,0,0
0,-0.00015657807782207552,0.2682815950123393,0.9659007660829094,0.0,0.0,0.0,0.00027469751783322884,0.0,-5.061136225082531e-05,0,0
0,0.05446929678006099,0.2682815950123393,0.9886062597049677,0.0,0.0,0.0,0.00027469751783322884,0.0,-2.300516465946605e-05,0,0
0,-0.00014905350406751292,0.2682815950123393,0.7639360204247121,0.0,0.0,0.0,0.00027469751783322884,0.0,2.300516465946605e-06,0,0
0,-0.00017848879015300696,0.2682815950123393,0.9879266081681143,0.0,0.0,0.0,0.00027469751783322884,0.0,1.150258232973302e-05,0,0
0,0.30358725405497755,0.2682815950123393,0.7532787871364178,0.0,-1.0,-1.0,0.00027469751783322884,0.0,0.0,1,0
0,0.7075944798704186,0.2682815950123393,0.8048608035466097,0.0,-1.0,-1.0,0.00027469751783322884,0.0,0.0,1,0
0,0.023571541838932578,0.2682815950123393,1,0.0,0.0,0.0,0.00027469751783322884,0.0,2.760619759135926e-05,0,0
